,QuestionNumber,Question,Url,Type
218,218,what can you tell me about the drug prolixin? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20130807021546AAVKIfU,G
219,219,"could i be pregnant, or is this just a wacky period? | yahoo answers | i had my period 4 days late - brown/pinkish at first, then some bright red, and now the normal color.  normally i have 3 or 4 days of a super heavy to heavy flow, and then it gradually gets lighter.   now it's been pretty light.  i normally lose alot of tissue also, but i have only seen 2 or 3 large clumps.  me...",https://answers.yahoo.com/question/index?qid=20070526225024AAYYIWz,P
220,220,i just had a crown cemented and i am taking coumadin.? | yahoo answers | my dentist said i have inflammed gums. does it mean i have gingivitis?,https://answers.yahoo.com/question/index?qid=20060918095435AAjENhx,P
221,221,what is the prognosis for a  39 year old female with a  leaky mitral valve? damage  greater than 50%.? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20090717203450AAgLJiA,P
222,222,st. john´s wart and birth control? | yahoo answers | will st. john´s wart cause the pill not to work.,https://answers.yahoo.com/question/index?qid=20070116054843AABdez7,P
223,223,"stopping blood pressure medications? | yahoo answers | am 46 , i am 153(i use to be 190) i am 6.2. i always had high blood pressure(since the age of 16) and it was always emotional high blood pressure. i started taking bp medication about 8 years ago. now i am on 2 medications coreg 12.5 per day & benicar 40mg per day. i switched to a fruitarian rwafoodist diet and my...",https://answers.yahoo.com/question/index?qid=20090215180712AA6uVGh,P
224,224,does synthroid make you moody or make you have mood swings? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20090319090302AAku7WV,P
225,225,"does grapefruit juice affect aceon? | yahoo answers | i've heard that consuming grapefruit and grapefruit juice can have adverse effects on certain drugs if they are taken in conjunction.  aceon (perindopril) is an ace inhibitor used to treat hypertension (high blood pressure).  is aceon among the drugs that are are affected?  if so, how long must one wait between...",https://answers.yahoo.com/question/index?qid=20070505205259AAMf4oF,P
226,226,does ginkgo biloba work? | yahoo answers | i forgot a few things last week...fifty something.  wondering what will help,https://answers.yahoo.com/question/index?qid=20090422060141AAs0hCo,P
227,227,what do you know about? | yahoo answers | st johns wart,https://answers.yahoo.com/question/index?qid=20080530021706AAQpVLu,G
228,228,i take paxil...what is the worst that can happen if i also take phentermine? | yahoo answers | i take the paxil at night before going to bed. can i take the phentermine in the morning and not have any side effects?,https://answers.yahoo.com/question/index?qid=20081119112757AAOohCb,P
229,229,what are the risk factors if you take simcor? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20090212165229AAAMpGB,P
230,230,"what happens when you stop taking lovenox? | yahoo answers | once the doctors say you acn stop taking it, what kind of side effects will you have?",https://answers.yahoo.com/question/index?qid=20061222002421AAQMGYM,P
231,231,is it safe to take synthroid and fish oil? | yahoo answers | i'm a 24 year old male.  i currently take 100mcg of synthroid every morning and usually 2400mg of fish oil at night.,https://answers.yahoo.com/question/index?qid=20100219213245AAnQc3R,P
232,232,any of you on cumadin? did your dr. tell you to stay away from green veggies? my moms cardiologist didnt say t | yahoo answers | my moms cardio dr. didnt say green veggies should be avoided. however she gets those ugly big blotches and gets nosebleeds which requires the cumadin meds to be decreased every now and then. her nurse said stay away from the green veggies.  any of you have this experience?,https://answers.yahoo.com/question/index?qid=20071228124658AAmk0pS,P
233,233,does anybody kno if whatever is in maletonin supl.cause fibroids to bleed? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20110217032755AADCuOG,P
234,234,"natural supplement good for early alzheimer's???? | yahoo answers | my dad is 65, and has a failing memory, no signs of alzheimers on the ct scan or the mri, but the doctor put him on aricept..he got worse and very confused after 4 weeks..we took him off of it..doing a little better, but is there anything he can take to help with alertness, memory and energy??  thank you",https://answers.yahoo.com/question/index?qid=20080515132607AA2KSkz,P
235,235,is it safe to take 200iu of vitamin e per day? | yahoo answers | i'm 28f.,https://answers.yahoo.com/question/index?qid=20070120223924AAjOWJL,P
236,236,i drink 6 to 8 cups of green tea a day (sugarless). does it have any adverse effects on my body? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20070406004634AAEL8hZ,P
237,237,"what fertility supplements should i try? please help me out !? | yahoo answers | if i go to cvs or a pharmacy, what would you recomend for trying to get pregnant? any other methods? please give any helpful advice! thanks ! bless you all!",https://answers.yahoo.com/question/index?qid=20090830111046AAO3oHw,P
238,238,"heart medication - aspirin? | yahoo answers | if aspirin is supposed to prevent heart attacks, how does it work? is it an anticoagulant like coumadin?  does it dilate the vessels like cialis? are there other herbs or common medications which serve the same purpose?",https://answers.yahoo.com/question/index?qid=20080114124946AAeCD7A,P
239,239,"is easy bruising a sign of blood clots? | yahoo answers | i have multiple bruises (large and small) of different ages all over my legs.  it's been this way for about 2 months.  they keep coming and going for no reason.  a friend told me that it could be because i take tegretol (carbamazepine) daily for seizures, but i've been taking this med for years, and this...",https://answers.yahoo.com/question/index?qid=20090405062151AAj3xPp,P
240,240,can i take sleeping pills  while taking depakote er? | yahoo answers | i'm taking prescription depakote er but am having much trouble sleeping for the first time since i started taking the drug two weeks ago. which drugs interact with depakote er and am i safe taking sleeping pills?,https://answers.yahoo.com/question/index?qid=20090424232511AAYjy5r,P
241,241,thinking about switching medications? | yahoo answers | i'm currently taking celexa and i wanna switch to something a little stronger. i wanna know if its safe to go from that to zoloft and how long should i wait before taking something new.,https://answers.yahoo.com/question/index?qid=20090701131320AAgecIB,P
242,242,advantages and disadvantages of a holistic viewpoint about health? | yahoo answers | what are the advantages and disadvantages of looking at the whole body to determine health?,https://answers.yahoo.com/question/index?qid=20120409072420AAo2Fbt,G
243,243,question about st. johns wort..? | yahoo answers | do you have to take it everday for it to be effective or can you just take it on the days when you arent feeling so great...?,https://answers.yahoo.com/question/index?qid=20061024122106AAqIw45,P
244,244,"could it be a blood clot? | yahoo answers | i just started using the nuvaring on sunday and just yesterday, i started feeling a pain in my calf..i read that a serious side effect may be a blood clot in the back of the lower leg...could this be one? this quickly?",https://answers.yahoo.com/question/index?qid=20090523005615AANqjCe,P
245,245,what medication is usually taken after a hip replacement? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20100302030626AAO7FEZ,G
246,246,is ginkgo a good herbal suplement? | yahoo answers | has any one tried this before?,https://answers.yahoo.com/question/index?qid=20061114075813AA64Fj5,P
247,247,"good advice about taking vitamins? | yahoo answers | hello everyone, :di am considering taking vitamins for my hair because i do have thin hair & prone to breaking. i've asked everyone around my family and my aunt told me that i need to see the doctors about taking vitamins because you can quite easily overdose on your daily amount. basically, all i...",https://answers.yahoo.com/question/index?qid=20100822123106AAxNRaS,P
248,248,"if i shoot a wild boar in virginia, can i eat it or will it have diseases and worms? | yahoo answers | no-question",https://answers.yahoo.com/question/index?qid=20170223111244AAkVMDw,P
249,249,does anybody here take the birth control pill cryselle? | yahoo answers | does it have any interactions with the anti depressant lexapro?,https://answers.yahoo.com/question/index?qid=20071026165206AAZxEhl,P
250,250,drugfinder esomeprazole/nexium? | yahoo answers | i want a full explanation & discription of this drug,https://answers.yahoo.com/question/index?qid=20061204152429AAQMOUT,G
251,251,"are there any chat lines or support groups on line for heart surgery patients? | yahoo answers | i recently , as of 3 months ago had my mitral valve repaired via a minimal invasive surgery procedure.   i am still on the drug warfarin and atenolol  untill the cardiologist sorts out my irregular heart beat , it could be side effects from the drugs in which case once i am weaned of the drugs and my body has time...",https://answers.yahoo.com/question/index?qid=20070428215457AA1nX6K,P
252,252,i have a ringworm...help!? | yahoo answers | i have cats and i am most certain that i got it from them. i need to know how to cure it before it spreads... my sister has already been infected. its on my chest and im very desperate to get it off.,https://answers.yahoo.com/question/index?qid=20120314175344AA3cQ7c,P
253,253,"my mother has lupus is this the best medication for her?????? help!? | yahoo answers | my mother has lupus and she is suffering. she has chronic sinus infections as well as high blood pressure, headaches, she is also quite swollen. the doctor prescribed her paquinal 200mg,  warfarin sod 6mg, nifedical xl 60mg, and univasc 15mgs.  are these the best medications to deal with lupus and high blood pressure?",https://answers.yahoo.com/question/index?qid=20090628105925AAXXywZ,P
254,254,"blood test and possible dvt? | yahoo answers | i have suspected dvt and my gp has arranged a blood test for me tomorrow,if they find something what is likely to happen treatment wise?",https://answers.yahoo.com/question/index?qid=20071217103615AARTkhR,P
255,255,confused about sleeping pills? | yahoo answers | okay so im 14 and im gonna take 2 3mg of melatonin. i was wondering if that's bad..? i need some details and need to know if its not a good idea. thanks =)i just wanna know if i'll like faint or something or if i can die.. also will i fall asleep instantly? how does it work? this is my first time so...,https://answers.yahoo.com/question/index?qid=20100430122404AAEkIRi,P
256,256,st. john's worts herbal anti-depressants safe? | yahoo answers | i'm 17 years old im depressed and when i say depressed i mean extremely depressed...... i have family issues atm aswell as a 101 million other things going on.. is the st john worts tablets safe to use? and does cause weight gain? or anything,https://answers.yahoo.com/question/index?qid=20100905082302AAghhlF,P
257,257,advantages and disadvantages of using antibiotics to treat bacterial infections? | yahoo answers | at least 4 each please,https://answers.yahoo.com/question/index?qid=20110504124641AAyxn9i,P
258,258,what are the health benefits of raw ginger root and how much can be consumed safely ? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20091230185912AAbyRQp,P
259,259,"has anyone ever heard of mangosteen juice helping someone with shingles? | yahoo answers | my grandfather has shingles and postherpetic neuralgia (the pain after the rash).  he is quite elderly, 90 years old but very healthy otherwise.  you would never know he is 90.  i was wondering if anyone has heard of this juice helping with this pain from shingles.  i hate to see him in such pain.",https://answers.yahoo.com/question/index?qid=20080310093813AAKEoGK,P
260,260,why would someone be against using depression meds? granted she is a teenager and doesnt believe anyone should? | yahoo answers | take them she says everyone should just work out thier problems in thier head is she just young and naive does she believe that a chemical imbalance in the body can be cured in your head?,https://answers.yahoo.com/question/index?qid=20110120095038AAj0iLm,P
261,261,is jock itch curable? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20081204225945AAz9eLg,G
262,262,st. john's wort with multi-vitamins safe to take? | yahoo answers | i'm currently taking st. john's wort for depression and would like to know if it's safe to take it with multi-vitamins.  i've heard that it's not safe to take st. john's along with medications and wondering if it's the same with taking multi-vitamins.,https://answers.yahoo.com/question/index?qid=20070405085138AA2lYeP,P
263,263,my grandmother need help with afib? | yahoo answers | a few months ago my grandma was diagnosed with afib she was ok for a while but recently her blood pressure and heart rate have been increasing ireggularly at 198/106 pulse 120 with medication it comes down a little bit and then comes right back u again and today it's decreased and she starts feeling really week...,https://answers.yahoo.com/question/index?qid=20101023173438AAx2JAR,P
264,264,"how to get rid of jock itch? | yahoo answers | hello my name is trevon i am a 14 year old basketball, football, soccer, tennis, and baseball player i plan to make it to the pros i am practicing very hard but the only problem is i am a victim of jock itch it is so annoying how my private area itches so much my mother took me to the doctor they gave me the cream...",https://answers.yahoo.com/question/index?qid=20111024172513AAmZceX,P
265,265,has anyone found a reliable online source for generic viagra? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20110220134257AAPRySx,G
266,266,"i have bad headace! please help me...? | yahoo answers | i tooked  prevacid pills at 12pm, it's 30 mg.....i have terrible bad headace, i want take tylenol pills, is that safe?",https://answers.yahoo.com/question/index?qid=20090108223948AACD9bw,P
267,267,needing an urgent advice!? | yahoo answers | my grandmother is 65.her leg was swollen for a few days.so she visited a doctor .he said that she must have a sonography  of her leg. the result of the sono showed that there is  a blood clot in the leg  (vein thrombosis).the diagnosis was venous vestas.the doctor prescribed selecsan(not sure about the dictation)...,https://answers.yahoo.com/question/index?qid=20080108021502AAYq6Jz,P
268,268,what is glucophage? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20070122101616AACGBGm,G
269,269,what is simvastin? what will it do to me? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20080813112530AA8muuo,P
270,270,"my left big toe stays discolored from tip to foot joint. what causes that? | yahoo answers | in january, 2010 a blood clot was found in the left leg.  i am on blood thinner (pradaxa) for a-fib. no injuries to the toe, but the discoloration decreases overnite, but returns when i am on my feet or sitting.",https://answers.yahoo.com/question/index?qid=20120417035144AALI5wD,P
271,271,"cardiovascular medicine? | yahoo answers | 1.	you are preparing to teach an 85-year-old woman about the actions and side effects of nitroglycerin for the treatment of angina. what aspects of teaching would you emphasize, given the patient’s age?2.	a 78-year-old woman has a long-standing history of atrial fibrillation. she takes digoxin (lanoxin) (0.125...",https://answers.yahoo.com/question/index?qid=20140703113247AADmCJI,P
272,272,"can i take st johns wort with evening prim oil caps? am also asthmatic? | yahoo answers | i am astmatic and have also just been prescribed anti d's. i have been taking epo, and a multi vit and was reading up on st johns wort. it appears to have the same effect if not better than anti d's? i was wondering if anyone takes it and can offer any thoughts on this?",https://answers.yahoo.com/question/index?qid=20070404062421AAyplA6,P
273,273,fluoxetine and microgynon? | yahoo answers | does anybody happen to know if it's safe or advisable to take fluoxetine and microgynon together? (contraceptive pill.) does anyone have any experience of this cocktail?  ,https://answers.yahoo.com/question/index?qid=20081026124033AAmCBol,P
274,274,can high blood pressure and cholesterol cause pain all over my body? | yahoo answers | i have high blood pressure and cholesterol in which i take medication for both. i experience constant pain all over my entire body espesially in my back and neck and it is all the time and have had this for the last few months the worse. i was not injured so i am wondering if those problems could cause pain or if...,https://answers.yahoo.com/question/index?qid=20070920151156AAAt2pq,P
275,275,what addition can be used in preventing anticoagulation? | yahoo answers | in relation to phlebotomy and venipuncture.. what addition can be used to prevent anticoagulation of blood?,https://answers.yahoo.com/question/index?qid=20090620084333AAYokPs,P
276,276,does anyone know if antibiotics and motrin800? | yahoo answers | does anyone know that if you mix motrin and eurthurmicin if you can get severe diahhreh?  i am bipolar and some other drugs but i am also lactose intolerent and the only way i can take the motrin is with a little bit of milk.  now i have diarrhea so i bad i can barely leave the bathroom.  i also vomited twice and i...,https://answers.yahoo.com/question/index?qid=20060926194727AAFTL0w,P
277,277,how to get rid of a cold or flu. asap. please help.? | yahoo answers | easy ways to get rid of a cold or flu.  nausea.??? severe sore throat.???,https://answers.yahoo.com/question/index?qid=20090123103457AAmEr2Y,P
278,278,"reumathoid arthritis? | yahoo answers | my sister who lives in miami  beach fl  is in deep pain because of reumathoid arthritis, and since she is also on dialysis and waiting for a kidney transplant, there are some medicines that she cannot take, but we heard that there is a cream that is used for horses when they have muscle pain or arthritis, and which...",https://answers.yahoo.com/question/index?qid=20080327104914AAINPtA,P
279,279,does anybody have any info on the diet pills called  ali? | yahoo answers | i believe that is the name. thanks...,https://answers.yahoo.com/question/index?qid=20071104055240AAIsvO0,P
280,280,i got jock itch but we don't have any corn starch? | yahoo answers | ok i got jock itch and i know that corn starch  will cure it but we don't have any will baby powder work? we have that,https://answers.yahoo.com/question/index?qid=20121016032031AAMmGyC,P
281,281,"is i true that cranberry juice has cleansing propertines the clean out the kidney's? | yahoo answers | i have s light ""ache"" on th far left side bottom and a little to the side, and wonder could it be kidney trouble? would a cbc panel tell it? thank for the feed back!",https://answers.yahoo.com/question/index?qid=20080307185717AALi4Ou,P
282,282,taking protonix durring pregnancy? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20071229054946AAQqmje,P
283,283,what is xenical and for what use? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20060924140845AA6XCXr,G
284,284,help me please? | yahoo answers | does ginsing interatct with  any persptcion medicine?,https://answers.yahoo.com/question/index?qid=20080613025244AAJICnJ,G
285,285,whats a good athletes food treatment? | yahoo answers | i have had this problem before and used a spray but it only took care of it for a while and it's back now.so i was wondering what people suggest to use? not looking to go to the dr for anything. thanks :),https://answers.yahoo.com/question/index?qid=20111030141808AAHhLEF,P
286,286,what foods have vitamin k in it? | yahoo answers | my grandma is on a medication called coumadin and her doctor told her to stay away from foods that have vitamin k in it.so what foods have vitamin k in it?,https://answers.yahoo.com/question/index?qid=20071201093031AAWAUf1,P
287,287,is benadryl a blood thinner? | yahoo answers | is the drug benadryl a blood thinner,https://answers.yahoo.com/question/index?qid=20090808183711AAd4lhO,G
288,288,"overdose on naproxen sodium? | yahoo answers | if a teen was prescribed naproxen (one 550mg a day) for cramps, would they get high or o.d. or something?!?! i need to now asap, im worried about a friend!!!",https://answers.yahoo.com/question/index?qid=20091016180505AAcdpSD,P
289,289,does luvox interact with thioridazine? | yahoo answers | can i use both of them together?!!,https://answers.yahoo.com/question/index?qid=20071005033215AAM1aIJ,P
290,290,"dumb question, which time did i get pregnant? | yahoo answers | okay, this is pointless to even worry about but i'm curious as to which day i got pregnant. my last period was september 16th, 2008. i had sex various times with my husband in september and october. my estimated conception date is october 11th. however, i had sex on the morning of the 8th and the night of the...",https://answers.yahoo.com/question/index?qid=20090318214545AAF8ZHx,P
291,291,"my mother is  dialysis; since starting, she feels awful, there is a constant pain in one spot on her back.? | yahoo answers | she is nauseated and weak all of the time.  she takes bp med,  phoslo, hectorol, midodrine, iron tablets, warfarin, lyrica, and klor con, i think these meds are making her sick. hectorol and phoslo seem to contradict each other--i also feel that she really didn't need to be on dialysis so soon. ...",https://answers.yahoo.com/question/index?qid=20071215230745AAdHhkV,P
292,292,can you die from consuming too much garlic? | yahoo answers | my mother worked with a man who this past week died from consuming too much garlic.  this is what the autopsy showed.  is this really possible? any similar stories out there like this?,https://answers.yahoo.com/question/index?qid=20110106200103AA4VX0d,P
293,293,"mixing medication, will it harm me? | yahoo answers | if i take two advil and a some children's cold and cough syrup, it's not going to kill me or cause blindness or anything else right? i have this horrible fever cold thing and i can be pretty aggressive with illnesses.also the advil bottle says i only need one but i always take two pills but it doesn't...",https://answers.yahoo.com/question/index?qid=20110921145621AAcgTGF,P
294,294,surgery for pseudotumor cerbri? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20070102072159AA0Ij7h,P
295,295,natural treatment for migraines??? | yahoo answers | no drugs no nothing please. do you know anything that can be done natural that helps?? any directions? thank you!,https://answers.yahoo.com/question/index?qid=20080711022533AAF7IjJ,P
296,296,"centrum performance and 500mg ginseng tablets safe to take? | yahoo answers | is it safe to take centrum performance and 500mg ginseng tablets once a day?  i think it should be ok since centrum performance only has 50mg of ginseng, but i dont know if 550mg is too much.",https://answers.yahoo.com/question/index?qid=20060919042532AADsZQz,P
297,297,"help! ringworm besides my scrotum..? | yahoo answers | help me please it start 1year ago and it keep on coming back,now it so itchy and so i scratch it and turn into wounds,it so very itchy.. when my underwear is so fit it let on coming back the itchiness.. what medicine should i use? and how do i remove the remaining scars? please help me give me any idea to solve...",https://answers.yahoo.com/question/index?qid=20071101020211AAtq8GR,P
298,298,"what other natural alternatives are there to simvastatin to lower cholesterol, e.g. coenzyme q10 supplement? | yahoo answers | i have various health problems including high cholesterol and i take heart pills, warfarin and simvastatin 40mg.  since i have been on simvastatin though, my legs really ache and it is very painful and difficult to walk.  also my appetite has not increased, but i have gained a lot of weight.",https://answers.yahoo.com/question/index?qid=20100723052941AAkK7Jz,P
299,299,"is ginko also good for eczema on children? | yahoo answers | i heard ginko is very good for skin problems on adults.but is it also good for children , and is there a ginko cream for eczema on children? or should they drink ginko tea?",https://answers.yahoo.com/question/index?qid=20071115051243AAy1iap,P
300,300,how did people cure diseases in 1900? | yahoo answers | how did people try to cure diseases in 1900? and why did diseases spread so quickly? ... x,https://answers.yahoo.com/question/index?qid=20070702100553AAThlBd,G
301,301,is it true pregnant women can't eat pineapple? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20070318205756AA4yomH,P
302,302,bladder problems for my dad? | yahoo answers | hellomy dad has always had problems with his bladder.  he constantly keeps getting urine infections.  he has been to the doctor so many times and all they keep doing is giving him different antibiotics.  they work and clear it up but then it returns.  it's driving him insain!  he's in his late...,https://answers.yahoo.com/question/index?qid=20070227104552AAHejir,P
303,303,"what's the best meds period cramps? | yahoo answers | what's the best meds for period cramps? ibuprofen, advil, model, aleve or any other meds you can think of.",https://answers.yahoo.com/question/index?qid=20100220170113AAMN1XM,P
304,304,how did people cure diseases in 1900? | yahoo answers | how did people try to cure diseases in 1900? and why did diseases spread so quickly? ... x,https://answers.yahoo.com/question/index?qid=20070702100603AAeVjaz,G
305,305,has anyone tried this product mifepristone? | yahoo answers | has anyone tried this product mifepristone? if so can anyone honestly tell me what the side effects are and what happens when this product is taken? im just wondering! and will plan b stop a pregency for going in futher.,https://answers.yahoo.com/question/index?qid=20061206132217AAqMIvJ,P
306,306,my father is taking naproxen sodium (skelan) is it harmful for the liver? | yahoo answers | my father has a history of fatty liver and he is taking naproxen sodium (skelan) 3 times a week to help him exercise. does taking namproxen sodium outweighs the benefits due to the fact of his liver condition?,https://answers.yahoo.com/question/index?qid=20090610163421AAtN0Df,P
307,307,"a gross question...kind of? | yahoo answers | i read in some health fitness magazine that if your urine is bright yellow (or dark yellow) that it means you need to drink more water - given that you haven't altered your chemistry with medications. and, if your urine is reddish-orange or dark orange (almost brownish) that you have liver failure. is this true?",https://answers.yahoo.com/question/index?qid=20080111223205AAzi3hY,P
308,308,"what's next when cardioversion didn't work? | yahoo answers | it worked for a couple of days, then back to atrial fibrilation.",https://answers.yahoo.com/question/index?qid=20161211151118AAnRQsy,P
309,309,"omega 3 question and warning? | yahoo answers | omega-3 fatty acids should be used cautiously by people who bruise easily, have a bleeding disorder, or take blood-thinning medications, including warfarin (coumadin) or clopidogrel (plavix), because excessive amounts of omega-3 fatty acids may lead to bleeding. in fact, people who eat more than three grams of...",https://answers.yahoo.com/question/index?qid=20080117190833AAVQRkE,P
310,310,"is my friend sick...? | yahoo answers | he is taking asprin i think, and another medication, cant remember the name but its like a blood thinner, cuz the blood clotted his arteries, and hes always falling asleep easily, is there something wrong with him?",https://answers.yahoo.com/question/index?qid=20071228020628AAKoSG9,P
311,311,is paxil cr a safe drug? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20070328054504AAaec8s,G
312,312,"is it safe to take citalopram....? | yahoo answers | is it safe to take: 20mg of citalopram; multi-vitamin; & 4mg of biotin i've been taking the biotin and multi-vitamin for awhile and i recently decided to start taking my prescribed citalopram along with it, is the combination safe?",https://answers.yahoo.com/question/index?qid=20100301194633AAAQYCc,P
313,313,can you take the drug evista and have lidocaine injected for surgery? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20090928144534AAwU7lG,P
314,314,is mixing quercetin with an alcohol such as vodka safe? does it alter the texture at all? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20110707124245AARYn2j,P
315,315,teenager taking vitamin e tablet? for skin n acne? | yahoo answers | im 13 yrs old... i heard vitamin e is really good for skin... i have acne n acne scars.. if i take vitamin e tablet daily will it work? because i dont know if i should take it in this age...,https://answers.yahoo.com/question/index?qid=20081025212057AApFidJ,P
316,316,"adderall in your system? | yahoo answers | if i were to take 20 mg of instant release adderall for 3 days straight, how long would it take to be out of my system?",https://answers.yahoo.com/question/index?qid=20151228191930AAVF1tT,P
317,317,can u take alieve while on effexor? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20061116064842AAP5MtW,P
318,318,"is erythromycin for acne? | yahoo answers | my derma gave me a togs bar- to cleanse the face. however, it';s not foamy..  erythromycin- to be applied onto whole face.. r&s lotion- to be applied on areas affected by acne.. what are these?",https://answers.yahoo.com/question/index?qid=20071021022853AAlWNHH,P
319,319,if you take 10 anvil at one time do u need to go to the hospital? | yahoo answers | i really need to know!,https://answers.yahoo.com/question/index?qid=20101120004213AAAMu5x,P
320,320,"does anyone know anything about this drug?(mephton)? | yahoo answers | i have a 28 year old uncle that did that cancer until just recently. now it's in remission and he's home. he was prescribed some medication  that is called ""mephton"". my aunt called me and asked me to look it up becuase they were just curious what it was for, but i cannot find it anywhere on the...",https://answers.yahoo.com/question/index?qid=20060709120616AAKhZfk,P
321,321,"is this a normal amount of drugs for one senior to be on? is this safe? | yahoo answers | my grandmother is in her mid 80s, and i recently moved in to help out. she has a cocktail of daily pills that she hates taking. the pills are organized by time-of-day she's supposed to take them, and we've marked which need to be taken with food or at least juice.  i looked up what each of her pills does...",https://answers.yahoo.com/question/index?qid=20101204135855AA7f9Pj,P
322,322,"i need some help? | yahoo answers | my little brother has been having some health issueshe has been having:eye pressure, headaches, nausea, chest pain, and wrist numbness/pain, slight fever and he has recently developed a slight cough and he is always clearing his throathe is 18it has been happening for about 7 monthshe doesn't work out...",https://answers.yahoo.com/question/index?qid=20061113160433AAbJSJO,P
323,323,"could it be from taking ocella? | yahoo answers | last monday, i woke up very early and had to urinate. i did and went back and tried to go back to sleep. almost instantly i had to pee very bad again. i got up and tried but nothing came out and this time it burned and gave me chills. i would go and lay back down and instantly again i would have to pee. this went...",https://answers.yahoo.com/question/index?qid=20120823150235AAqE9JR,P
324,324,"saw palmetto and hair loss? | yahoo answers | so, i've been battling with first alopecia and then anorexia which exacerbated the alopecia and made my body start growing kinda dark-ish lanugo. i was wondering if saw palmetto would get rid of the excess body hair while making my topical hair stop falling out? on top of that i was wondering if saw...",https://answers.yahoo.com/question/index?qid=20120325105220AA3pQy1,P
325,325,"i was curious as to how many of you out there have had mitrial valve replacement done with a titanium valve? | yahoo answers | just wondering how many take sotalol and warafin; and their doses.  not wanting any private info, just facts and side effects of these drugs from real people.",https://answers.yahoo.com/question/index?qid=20090923110437AAbWmR9,P
326,326,what does it mean (medically) that my urine is dark yellow in color?? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20060720112750AAq0lVn,P
327,327,"bruises on skin, everyday there is a new one? | yahoo answers | i have  a friend who is getting black and blue bruises on her skin, it began with one or two, and now she has quite a few, she made an appt. with her doctor, she is not on comedem, nor is she taking any aspirin, has anyone experience this before?",https://answers.yahoo.com/question/index?qid=20080126193325AAd4rjX,P
328,328,what does it mean (medically) that my urine is dark yellow in color? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20161212195634AAXDAva,P
329,329,"does clear, water-like urine indicate a sign of good health, and does darker,murky urine indicate the opposite | yahoo answers | no-question",https://answers.yahoo.com/question/index?qid=20070203125950AAxFmvr,P
330,330,depression but cannot take antidepressants? | yahoo answers | what would a doctor do if you have depression but cannot take antidepressants because you are on coumadin (aka warfarin; blood thinners).,https://answers.yahoo.com/question/index?qid=20100228153937AAgFoUP,P
331,331,"does coenzyme q10 really help with blood pressure? | yahoo answers | i've heard that coenzyme q10 helps lower blood pressure.  is this really true?  what are the side effects, if any? thanks",https://answers.yahoo.com/question/index?qid=20080412142244AAwslUI,P
332,332,"i just urinated and the urine was brown. what does this mean? | yahoo answers | i am very concerned about my health. and please, no ""go see your doctor"" stuff, it makes sense but i simply don't have one and cannot afford one. but can anyone tell me what it means to have brown urine and what i should be concerned about? this is the first time that has ever happened. it was not...",https://answers.yahoo.com/question/index?qid=20080711025057AAamwHs,P
333,333,"i am peeing very dark brown urine and i have the urge to puke, and i do puke if i'm too active. dehydration? | yahoo answers | i haven't drank a lot of water for a few weeks, but are those signs of dehydration or what? what can i do to become better?",https://answers.yahoo.com/question/index?qid=20070713141714AArUe2r,P
334,334,why am i peeing brown?!? | yahoo answers | i have been drinking water all day and even had a gatorade for lunch. so i don't think it's dehydration. it's a kinda reddish brown,https://answers.yahoo.com/question/index?qid=20130212172619AAuw6Vi,P
335,335,"kidney  failure? | yahoo answers | my friend's back has been hurting really badly, and his urine is apparently 'thick like syrup' (wayyy to much information, but he doesn't have a yahoo  account), he doesn't pee that much unless he's drinking liquid, and, yes, he is going to the doctors. but, what are some things he should...",https://answers.yahoo.com/question/index?qid=20071013141018AADjMf4,P
336,336,"my urine was reeally dark yellow this morning. is that normal? | yahoo answers | i was really shocked this morning when i went pee cuz it's never been so dark in colour before. i was drinking alcohol last night and smoked some marijuana if that could have anything to do with it. i also had sex with my boyfriend for the first time. wow, okay, i know that combo doesn't sound good but no...",https://answers.yahoo.com/question/index?qid=20110115225829AApCjSW,P
337,337,i have silent stones..which are similar to gallstones..? | yahoo answers | so my question is why is my urine so yellow? any answer would help if you know..i drink tons of water so my urine is fairly clean and light..,https://answers.yahoo.com/question/index?qid=20070617131523AABO11R,P
