,V1,V2,V3
1,1,what are azithromycin side effects? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20100906131213AA6ElRj
196,196,i am taking a prescription an antibiotic and i was wondering if it would my diahrea look like coffee grounds? | yahoo answers | hi i am taking azithromycin and i was wondering if it would cause my diahrea to look like coffee grounds it is really dark also one of the side affects are diahrea but i have never had diahrea look like this b4,https://answers.yahoo.com/question/index?qid=20080211174956AAshZ1E
197,197,"is this normal with azithromycin? | yahoo answers | i know that stomach pain is normal with this medication, but the paper i received said mild pain. i'm not sure if it's normal to have stabbing/twisting pains that feel worse then cramps. has anyone else experienced this, is there anything i can do about it?",https://answers.yahoo.com/question/index?qid=20140312133613AA8r4bm
198,198,"i took two azithromycin 500mg for chlamydia on wednesday, when can i drink? | yahoo answers | i know you can't have sex for 7-10 days but would drinking alcohol affect the treatment?",https://answers.yahoo.com/question/index?qid=20110423121955AANKt1B
199,199,"can azithromyocin interact with ciproflaxcin? | yahoo answers | i was given a 1gram dose of zithromax yesterday for a urinary tract infection. today, my nurse practitioner called and said that my uti is more complicated then she thought and wants to put me on cipro. will there be any interaction or adverse side affects?also, what can i do to deal with the side affects...",https://answers.yahoo.com/question/index?qid=20081024103707AA9bb1i
200,200,"how do get rid of suddent break out over chest, neck and shoulders? | yahoo answers | i've been a week off prednisone and azithromycin and one of the side effects of coming off both is a break out of acne, they are tiny little red dots and pimples all over my upper chest, neck and shoulders.  i only have a couple on my face.  i have little money, how can i naturally get rid of the break out?",https://answers.yahoo.com/question/index?qid=20120727130938AADeOpE
201,201,i threw up 12 hours after taking azithromycin? | yahoo answers | i took azithromycin and threw up about 12 hours later. did the medicine have time to absorb into my body and be effective ?? my doctors office is closed today and i can't call and ask.,https://answers.yahoo.com/question/index?qid=20121029082624AAEm3zO
202,202,is it normal to poop a lot when you are on antibiotics? | yahoo answers | i'm on cipro because of uti,https://answers.yahoo.com/question/index?qid=20120128170841AAtq6Ll
203,203,is it normal for things to smell weird taking the z-pac? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20110210205456AAvG5tx
204,204,"question about alcohol consumption? | yahoo answers | i am currently taking azithromycin for only ear infections.. nothing serious. and i know people always say ""don't drink while on any antibiotics"", but it's only for ear infections and it's basically done anyway so idc if they effect of the zpack is ""nullified"". but i'm wondering...",https://answers.yahoo.com/question/index?qid=20100117151433AAX3Otm
205,205,is it ok to drink while on the antibiotic azithromycin? | yahoo answers | today my doctor gave me some azithromycin for my sore throat and i heard its not good to drink while on antibiotics but i rea the packet and it didnt say anything against drinking. tomorrows my best friends 21 birthday and i was wondering what i should do (being the sober sally is not an option). i'm also...,https://answers.yahoo.com/question/index?qid=20120614171140AAtfcYk
206,206,"drinking and taking azithromycin? | yahoo answers | okay i took them, my doctor gave me 2 to take at once but im going out the next day and im gonna wanna drink. i just got 2 pills and already took them. so can i drink the next day?",https://answers.yahoo.com/question/index?qid=20120522165639AAEZHz4
207,207,can azithromycin affect birth control efficiency? | yahoo answers | i've heard that antibiotics can interfere with birth control but i wasn't sure if it was just on the days that the antibiotic was taken or if it can interact for a longer period of time.,https://answers.yahoo.com/question/index?qid=20070917171520AA8sA9o
208,208,"throat infection, help? | yahoo answers | hurts really bad, tried salt water, doesn't help much.. please help before i cry. thanks.",https://answers.yahoo.com/question/index?qid=20110114010835AA2chPa
209,209,azithromycin for sinusitis? | yahoo answers | i woke up this morning with sinus infection i have a half treatment of azithtomycin i took 2 today and will take one tomorrow . but 3 tablet is all i have . do you still think it will be effective against my sinus infection ?,https://answers.yahoo.com/question/index?qid=20111003114416AA20p5W
210,210,does anti acne tablets(azimax 250mg) cause hair fall if yes then plz? | yahoo answers | plz plz suggest me a good remedy to reduce hair fall i feel my hair fall has increased. i have cosmetic acne which is mild went to the dermo he prescribed me 18 tablets of azimax 250mg. another question how long will it take to show results on my acne? i ve taken 6 tablets by now,https://answers.yahoo.com/question/index?qid=20130105003729AA14kse
211,211,"i finished a 6 day doesage of the generic brand of azithromycin,i still have a raw throat and a? | yahoo answers | swollen lymph node under my jaw,now its gone into my salivary gland swelling my cheek.the dr gave me a refil in case i needed it ,im to apply a warm washcloth to my swollen gland. should i go get another refil of the azithromycin?",https://answers.yahoo.com/question/index?qid=20101122174724AAPEYGf
212,212,"chlamydia medication???  azithromycin (zithromax)? | yahoo answers | cliff:1. my partner was tested positive for chlamydia2. went to a planned parenthood, gave them a urine test3. they said its gonna take 2 weeks to get the result back4.  but since my partner was positive, they made me drink this medicine5. doctor said i will be fine from now on.i was like...",https://answers.yahoo.com/question/index?qid=20090319215344AAbIEu5
213,213,"three antibiotics at once.. please help!? | yahoo answers | i went to my doctor and was diagnosed with an upper respiratory infection so he prescribed azithromycin (zithromax)  to be taken for 5 days. that same day, i saw my gynecologist who diagnosed me with a mixed flora infection and prescribed two antibiotics: metronidazole and diflucan. i've been on these three...",https://answers.yahoo.com/question/index?qid=20090604090439AAR81Wu
214,214,"it really hurts after i urinate? | yahoo answers | ok this is really embarassing but i really need to know what's wrong with me. so when i need to pee it becomes really urgent and i have to literally sprint in order to not pee my pants sometimes. i always hold in my pee, which i know is bad, and i think i'm paying the price. now it really hurts after...",https://answers.yahoo.com/question/index?qid=20120727115604AAclA4i
215,215,"why does it burn when i pee? | yahoo answers | started a few days ago while i was abroad in latin america. the burning sensation is only inside, like the tip of the urethra and feels like a squeezing pressure sensation with some stinging.  it only burns when i pee, not when i ejaculate or when i drink alcohol. im not sure if that changes anything.",https://answers.yahoo.com/question/index?qid=20120827175749AAJq1ZJ
216,216,can you have sex when you have an urinary trac infection? | yahoo answers | i no it's gross but i woke up this morning and peed blood and it hurts. but when my wife woke up she was feeling sexual. she started snuggling with me etc. giving my her normal signals. btw she's on birth control because ny doctor said i might be allergic to condoms. so can we have sex? or is it a bad idea?,https://answers.yahoo.com/question/index?qid=20120813073934AAdZzfW
217,217,"why am i urinating so often? | yahoo answers | i am a man who is feeling like he constantly needs to pee. i am 19 and sometimes during the day i'll have to pee like 5 times in two hours. i used only go like 3-4 times a day and would only go like every 5 hours. it doesn't really hurt to go, or burn and there is a lot still when i go. if i drank at all i...",https://answers.yahoo.com/question/index?qid=20120820163524AA8caJw
218,218,"i have a pain after i pee? | yahoo answers | it's like right at the end of when i'm done urinating.  it's not like burning, it's more like a sharp pain. should i drink lots of water?  i've heard that helps.",https://answers.yahoo.com/question/index?qid=20120723125057AAPHzbw
219,219,"difficulty starting urine stream? | yahoo answers | i have a lot of difficulty starting my urine stream. i can stand there for up to 10 minutes and cannot get the urine stream started. when i come back after about an hour after trying, i can then urinate. my bladder will be full, to the point where it hurts, and i cannot get it started.sometimes when i do urinate, ...",https://answers.yahoo.com/question/index?qid=20120723184541AAP4q6k
220,220,uti chlamydia or gonorrhea? | yahoo answers | hi i'm a 20 year old male. i had unprotected sex about two weeks ago. 24 hours after i had sex it started to burn when i pee. thats the only symptom i have had for two weeks.. no discharge no nothing. im really hoping it would be a uti and not one of the other two. i heard those three are all very similar. i...,https://answers.yahoo.com/question/index?qid=20120726164115AAcXfWP
221,221,"i have broncitus, z-pack hurts my stomach? | yahoo answers | i don't know how to spell broncitus... sorry...so, i just found out that i have broncitus, and my doctor proscribed me z-pack and i took the first dose an hour ago, the first two pills, and it said to take them together. i took them one by one. i took one, then i took the other. i'm nervous that i was...",https://answers.yahoo.com/question/index?qid=20131205091759AA1v0jH
222,222,"how long does it take for azithromycin to start working? | yahoo answers | my doctor gave me 4 250 mg tablets of it to take on a single dose. she said that i would be cured today. but the medicine made me feel really nauseous so i tried to eat some food to feel better. that ended up making me have really bad diarrhea. now, the next morning, nothing has changed or had an effect. i'm...",https://answers.yahoo.com/question/index?qid=20100801082435AAevhUS
223,223,is zithromax 250mg good for ear infections.? | yahoo answers | ok so i just found out i have a ear infection. and my doc just gave me zithromax 250mg. is it good for ear infections.,https://answers.yahoo.com/question/index?qid=20111116215727AA6EiDt
224,224,"why does certain red spots itch on hand and arms? | yahoo answers | recently, a couple of days ago, i started beginning to itch on my hands and arms.  it's very odd because i don't believe i had ever had a case of eczema before.  the spots are ranging from dime to quarter size.  currently, i'm taking z-pack antibiotics (azithromycin), and a nasal spray from the doctor. ...",https://answers.yahoo.com/question/index?qid=20110324060747AA60R8k
225,225,z pack question for cold? | yahoo answers | it's called azithromycin.my dad said this stuff was a steroid and that i shouldn't take it and afterwards changed his mind.is this a steroid at all ad if so can it effect the testicles in any way?,https://answers.yahoo.com/question/index?qid=20140318062022AAvZ6DN
226,226,"should i take clarithromycin? | yahoo answers | ok so my doctor gave me clarithromycin, but i had rally bad side effects to azithromycin, about 4 years ago, i mean hard to breath, feeling very sick, very weak, and extremely tired and dizzy, they are related to each other and i'm trying to deiced weather to call my doctor and tell him i need something else or...",https://answers.yahoo.com/question/index?qid=20090814101545AARM5n7
227,227,"can zithromax cause headaches? | yahoo answers | i was given zithromax for an ear infection.  now a few days later i have a bad migraine headache.  i sometimes get these headaches, could zithromax trigger this?",https://answers.yahoo.com/question/index?qid=20071116212458AAayHQp
228,228,can i drink beer while on azithromycin antibiotic? | yahoo answers | i lost my instruction deal,https://answers.yahoo.com/question/index?qid=20080531080513AAZ7zIc
229,229,how can i be completely cured & freed? | yahoo answers | i took 2 tablets by mouth for one dosage of azithromycin. i took it thursday night. i got it the first time from my ex which i didn't find out i had it until a year later. i got it treated & went to get checked a couple months later & i didn't have it. 7 months later i go back again to get checked & i have...,https://answers.yahoo.com/question/index?qid=20131117103506AAUR5kv
230,230,"if i had a single dose of azithromycin, on last friday should i still be having a discharge and itching.? | yahoo answers | no-question",https://answers.yahoo.com/question/index?qid=20070409123839AAjyYOL
231,231,"can prednisone and/or azithromycin ..? | yahoo answers | can either of these two prescriptions i got for a sup possible sinus infection cause aches and/or nausea? i take 2 prednisone and 1 azitheomycin every morning for 5 days total, on day 3. i take with breakfast, but feel nauseous and achey all day",https://answers.yahoo.com/question/index?qid=20130413171049AAi2a3S
232,232,i just started taking azithromycin and? | yahoo answers | i took the first two at like 6 it's 12 now and i have minor chest pains is this a side effect from this med? i couldn't take the cephelexin cuz it messed with my breathing so i got switched to this,https://answers.yahoo.com/question/index?qid=20111205215146AAnN5yp
233,233,i had a bad gastro-intestinal reaction to amoxicillin & now i'm on azithromycin will this happen again? | yahoo answers | i had a bad gastro-intestinal reaction to amoxicillin & now i'm on azithromycin will this happen again?has anyone who has had a horrible gastro-intestinal reaction to amoxicillin been more successful on azithromycin (z-pack)? i was prescribed to it for a bronchial  infection after telling the doctor of my...,https://answers.yahoo.com/question/index?qid=20071116094104AAOgf6P
234,234,can i take imodium if i am on azithromycin? | yahoo answers | i am having diarrhea. it its not extremely bad but i would prefer not to have it just wanted to make sure that i would be okay if i took the two together.,https://answers.yahoo.com/question/index?qid=20081126050226AAv9Izy
235,235,"how is a z-pack tolerated? | yahoo answers | i have a horrible, miserable sinus infection and i was put on a z-pack.  i was put earlier on amox. and augment. but they made me sick.  how is a z-pack usually tolerated?  is it more mild than the above?",https://answers.yahoo.com/question/index?qid=20091126093019AAyBgZz
236,236,difference between amoxicillin and azithromycin? | yahoo answers | what is difference between these antibiotiques i have to have 30 (500mg) of amoxicillin 3 times in 1 day... and they give these medicin to animals i feel like animal....,https://answers.yahoo.com/question/index?qid=20070224011311AASzgMR
237,237,"how long does it take for a z-pack to go into effect.? | yahoo answers | i just took one, so how long will it take until i start to feel better?",https://answers.yahoo.com/question/index?qid=20080629142438AAsXCtp
238,238,"can i smoke weed and drink alcohol while taking azithromycin for strep throat? (part 2)? | yahoo answers | ok, i know that weed and alchohol are obviously bad for you in general, but if i were to smoke it, or drink alcohol while taking azithromycin will there be any problems/serious side efffects? ie. death, or have to be rushed to the hospital, etc? or will i be fine? don't be a smartass just help me out please....",https://answers.yahoo.com/question/index?qid=20090430102253AAc6EOJ
239,239,tiny red bumps all over body? | yahoo answers | i was taking azithromycin antibiotics and methylprednisolone because i have mono. today is the last day for the antibiotics but i still have one more day for the other one. i haven't had any serious side effects but today i noticed that i have this sort of rash all over my body. there's tiny red dots all...,https://answers.yahoo.com/question/index?qid=20130515112918AAcBC08
240,240,"birth control + antibiotics = disaster? | yahoo answers | i am on junel fe 1/20 birth control and was recently on azithromycin (the z-pak) antibiotics for a sinus thing... i finished the antibiotic two days before having unprotected sex (he did not come inside me). i take my birth control religiously, but i know that antibiotics can have adverse effects on birth...",https://answers.yahoo.com/question/index?qid=20090602121001AAHVxtc
241,241,can you drink alcohol with an antibiotic....? | yahoo answers | is it ok? it's a long term antibiotic for acne so i take it 3 times a week for months at a time...azithromycin..thanks,https://answers.yahoo.com/question/index?qid=20130309224627AAOl4tW
242,242,"finished antibiotics but still feel sick, do i go back to the doctor? | yahoo answers | i felt sick on the 18th of this month so my mom took me to the doctor. they said i have a sinus infection and i was put on a z pack (i cant take penicillin im allergic). i still feel sick except on the 3rd day of taking them i felt a little better but now i still feel sick, not better at all. should i go back? then...",https://answers.yahoo.com/question/index?qid=20111226154549AAvuiRh
243,243,is it safe to take singulair while taking azithromycin? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20090728055722AASdL10
244,244,i was prescribed amoxicillin (liquid) for a throat infection can i stop? | yahoo answers | i have corhn's disease which makes the diarrhea even worse from the antibiotics. i have taken most of the medicine but nothing is helping with the diarrhea. not even an imodium. i need help...i don't think i can take this any longer.,https://answers.yahoo.com/question/index?qid=20120123100250AAhlZPA
245,245,can i take pepto bismol or an anti-nausea with azithromycin? | yahoo answers | my doctor prescribed me some and the directions were to take four tablets by mouth now. so i did and i feel extremely naucious.,https://answers.yahoo.com/question/index?qid=20100217131526AAPnovY
246,246,"is it safe to take imodium ad with azithromycin? | yahoo answers | i've been taking this antibiotic to get over an infection, but it gives me diarrhea and i have to go in to work tomorrow.  my plan is to take 3 imodiums (i know, only supposed to take 2, but 2 is not working right now) so i won't have the ""runs"" at work.  think i'll be okay?",https://answers.yahoo.com/question/index?qid=20130107091104AAftf6Y
247,247,can you take xanax and zithromax? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20091204192056AAcmPsm
248,248,"in was diagnose with pid cause by chlamydia, which i didn't know my stupid husband was cheating...? | yahoo answers | well the doctor gave me clindamycin 300 mg to take every 2 days 5 pills, but doesn't he need to give me zithromax for chlamydia... this is confusing...",https://answers.yahoo.com/question/index?qid=20101008111919AABG2uY
249,249,can i give my daughter cough medicine if shes currently taking azithromycin? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20101014203512AABFhZs
250,250,how do you treat stomach pain after taking an antibiotic? | yahoo answers | my daughter is taking azithromycin 500mg. it is causing very bad stomach cramps. how can i treat this when i can't get in touch with my doctor?,https://answers.yahoo.com/question/index?qid=20091024182747AAipG1r
251,251,"for my acne i'm taking retin-a (.025%), clindamycin phosphate gel (1%), and azithromycin pills of 500mg? | yahoo answers | acne breakout increased after using the above medicines & how long it takes to get the normal skin... i had got the acne all over my cheeks...",https://answers.yahoo.com/question/index?qid=20121016215340AAhFDhq
252,252,"i was prescribed azithromycin (an antibiotic) for viral bronchitis...? | yahoo answers | a couple days ago, i went to the er not because of the cough, but something else completely unrelated, but while i was there they also gave me something for a cough i was having over the weekend (which appeared after a cold). anyway, the cough is textbook viral acute bronchitis, but i didn't question the...",https://answers.yahoo.com/question/index?qid=20100604161811AAW3nEA
253,253,why is retin-a and doxycycline not working for me? | yahoo answers | i used the retin a 0.025% gel for about 2 weeks then stopped for a week then i got prescried 0.1% retin-a cream and doxycycline. i've been using the retin a 1%cream for 10 days now and i take doxycycline in the morning and night but sometimes i've missed the morning ones at least 4 times. my face has gotten...,https://answers.yahoo.com/question/index?qid=20110523072935AAWPVFj
254,254,has anyone ever taken azithromycin before? what were your reactions? | yahoo answers | im trying to get as much information on this drug before i take it,https://answers.yahoo.com/question/index?qid=20111023195955AALdKA0
255,255,"i have a yellow discharge, and i don't know what it is. i've tried everything. the only thing that ever worked is the azithromycin i took,? | yahoo answers | no-question",https://answers.yahoo.com/question/index?qid=20150611200553AAm5VV3
256,256,why do i have watery diarrhea? | yahoo answers | on friday my doctor gave me these pills called  azithromycin and i haven't really been able to eat bc i had swollen lymph node and sore throat and i ate a little today but not a lot and now i have diarrhea and my stomach hurts =(,https://answers.yahoo.com/question/index?qid=20101213153222AAv3D1A
257,257,"help, stomach issues? | yahoo answers | i've had a stomach ache for at least 5 hours now, and it won't go away no matter how much i try. i have strep throat too. yesterday i was put on an antibiotic called azithromycin. i read the side effects- ""the most common side effects are diarrhea(5%), nausea(3%), and abdominal pain (3%).""ever...",https://answers.yahoo.com/question/index?qid=20091029101936AAUtcJm
258,258,"urgent-need some help from anyone with medical experience.? | yahoo answers | this is about a boy who is 13 years old - he has been having seizures ever since he was a year old.(symptomatic partial epilepsy)-which have been facial clonic,with right eye deviation and twitching of the eye along with loss of consciousness and incontinence.they used to be frequent ( 1-2 episodes a day) but it...",https://answers.yahoo.com/question/index?qid=20081203214123AAYXwuZ
259,259,i had to stop taking antibiotics due to complications. will my infection return? | yahoo answers | i was diagnosed with a sinus infection last week and given a z-pack. i took 3 days worth of the dosage but had to discontinue taking the medication because it was causing my stomach to become very upset. my doctor said to discontinue use and check in later in the week to see if i am feeling better. i am much less...,https://answers.yahoo.com/question/index?qid=20121008183859AAbJLh0
260,260,"i have problem skin, i have used all types of face washes and creams but nothing seems to work. please help? | yahoo answers | i have heard there are certain anti biotic you can take do these really work...or does anyone know of a powerful solution??",https://answers.yahoo.com/question/index?qid=20070203164201AAxovIM
261,261,do antibiotics make you tired? | yahoo answers | whenever i take my antibiotics (azithromycin) i get really sleepy and want to take a nap. is this normal?  my doctor didn't say anything.,https://answers.yahoo.com/question/index?qid=20110218112037AA6fGbS
262,262,"accutane or birth control? | yahoo answers | so i was on azithromycin and tazorac for 2 months for my acne. my derm wants me to continues using em for another 2 months. really, i havent seen any improvement. but she said i have to stop using azithromycin after these 2 month because it cant be used too long or else things go wrong. but then she said my options...",https://answers.yahoo.com/question/index?qid=20081013202419AAutzwg
263,263,"should i just wait this out?headache with dizziness? | yahoo answers | i have a pounding headache on the left side in the middle,and when i walk i get really dizzy. today the doctor told me i have a throat infection and put me on this whatever medicine. i just took a dayquil and suddenly all this starts to happen.what should i do?and the back of my left eye has been hurting all...",https://answers.yahoo.com/question/index?qid=20091014171313AAyOnij
264,264,question about dosage for chlamydia....please read details? | yahoo answers | i would like to treat myself for chlamydia with zithromax (azithromycin) - i will have 1000mg pills - the doctors give a 1-time dosage of 1 gram or 2000 mg to treat it. can i take 2 1000mg pills of this to cure it?,https://answers.yahoo.com/question/index?qid=20070801032034AAQQLUQ
265,265,can you take clindamycin for sinus infections? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20110809232439AANir8y
266,266,can herbs and antibiotics together cause these !!!!!!!!!!!!? | yahoo answers | a pimple like normal colour of taste buds on my tongue and light white not thick coating or patches on the tongue. brushable but due to the pimple i don't. and if i do i injure it but initially it seems like the organism feeds whenever i take something sugary because i feel it and a burning sensation but after...,https://answers.yahoo.com/question/index?qid=20120108092426AApNXEn
267,267,"is there anything else besides yogurt, that will help a liquid stomach, while on antibiotics? | yahoo answers | i usually don't have this reaction to antibiotics, but it does explain that this is a more common side effect.  i'm on azithromycin.  it's for a very bad bacterial sinus infection.  i'm afraid the diarrhea will keep it from working as well, and i've only had two doses so far, and it seems to be...",https://answers.yahoo.com/question/index?qid=20100129072622AADc82U
268,268,i am taking zithrox and just took my second dose. i just had a lot of diarrhea. is this normal? | yahoo answers | i am taking zithrox and just took my second dose. i just had a lot of diarrhea. is this normal? i also was wondering if i can stop taking z pack because i believe i do not actually have a bacterial infection.,https://answers.yahoo.com/question/index?qid=20131217201919AAtUFoq
269,269,"is it possible for azithromycin (z-pak) to make me feel dazed?  i feel like i'm on drugs, but not? | yahoo answers | no-question",https://answers.yahoo.com/question/index?qid=20091204191917AAmvg0m
270,270,"did my chlamydia treatment work? | yahoo answers | i was treated for chlamydia on friday. i took the dose of antibiotics at 8pm. by 9pm i felt really ill - felt sick, weak and was boiling! then at 10.20pm i had really bad diarrhea.  was my treatment ineffective?",https://answers.yahoo.com/question/index?qid=20121212032734AA9bFYC
271,271,is bleeding normal after treatment......(female)? | yahoo answers | is it normal to bleed after taking a dose of suprax and azithromycin ? chlamydia and gonorrhea treatment. i really need answers. after taking the treatment the next day i started to have brownish discharge which turned out as blood. i'm really confused and i never have took this type of medication before.,https://answers.yahoo.com/question/index?qid=20130216103453AA0XHgp
272,272,"will i get a reaction if i took clairithromycin, and then skipped a day as the doc prescribed me azithromycin? | yahoo answers | i took the 1st antibiotic for 2 days. since its side effects were not so good, during my follow-up, i told the doc my issues with the antibiotic. he then prescribed the 2nd one. however, i'm just worried if something would happen.",https://answers.yahoo.com/question/index?qid=20100924230925AAbhtR8
273,273,"is it okay to take two 100g benzonatate pills with a 10mg zyrtec pill? | yahoo answers | for the past two weeks i've had an upper respiratory infection, i'm prescribed to take 3 benzonatate pills a day and i finished the 5 day azithromycin tablets. i still have a very itchy throat which makes me need to cough every 15 minutes, i'm going out and do not want to cough a lot so i took 2...",https://answers.yahoo.com/question/index?qid=20121112150726AAIx75X
274,274,"late period, took antibiotics , and have yeast infection? | yahoo answers | earlier this month i took azithromycin for an ear infection, and for the past week i have had a bad yeast infection, i have all the symptoms of getting my period but i am 8 days late. could all of this be related or could it be something more, could any of those factors be making my period late?",https://answers.yahoo.com/question/index?qid=20090928081809AAyrcwh
275,275,problems with chlamydia.? | yahoo answers | okay.i was tested positive for chlamydia two weeks ago.i was prescribed one dose of azithromycin.it didn't work and was still having the same discharge.so i went back to the doctor's.i was then put on doxycycline and flagyl.two pills a day for seven days.the seven days are up as of...,https://answers.yahoo.com/question/index?qid=20110508190805AAaxc4B
276,276,"has anyone drank while taking a z-pack? | yahoo answers | just took day four of my z-pack (azithromycin) for a sinus infection. feeling much better. i was wondering if it would be safe to have a few drinks (one, two, three, four?) tonight to celebrate a friends birthday. there are no alcohol warnings on the z-pack itself or in the pamphlet. has anyone had a few drinks...",https://answers.yahoo.com/question/index?qid=20110924145144AAeItEH
277,277,stomach issues please help? | yahoo answers | about a year ago i started having issues with acid reflux so the doctor recommended prilosec otc. prilosec worked for a little bit then my symptoms got worse so then the doctor gave me a 6 month prescription of prevacid (that prescription ran out last wednesday). so i decided that i would try to go without...,https://answers.yahoo.com/question/index?qid=20090302071709AAvZjvd
278,278,"how likely is it that two 500mg azithromycin will make me puke? | yahoo answers | i'll be taking it to rid myself of chlamydia. i am honestly so terrified of puking that i'd much rather live life with an std than get rid of it if it includes me puking.i've seen a lot on here about people puking an hour after, ect. ect. can someone who didn't puke perhaps give me great advice on...",https://answers.yahoo.com/question/index?qid=20120902152145AA6pXpd
279,279,"i just found out i have chlamydia..but the medicine...? | yahoo answers | went to the doctor and i got tested a week ago.  i got it from my ex.  they told me to go get medicine from cvs. its call azithromycin 500mg, but there was only 2 pills? will it cure it within 2 days? i feel disgusting.. if anyone knows the after effects please let me know. thanks.",https://answers.yahoo.com/question/index?qid=20110511172432AAlytrt
280,280,can strep throat have resistance to azythromycin? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20110224020011AApbHOS
281,281,"why does my chest hurt after i took erythromycin? | yahoo answers | i have been taking erythromycin for about a day now and when i took one of today's doses after a few minutes my chest began to hurt a lot (it hasn't happened before)  i didn't break or crush the pills, i took it with a piece of toast and about a cup of water. i am also taking omnaris (i...",https://answers.yahoo.com/question/index?qid=20100205193947AAeXUcN
282,282,z pack with a beer or two? | yahoo answers | i started a z-pack on thursday so im on the third day now and i took my z pack this morning. my senior winter formal dance is tonight and everyones gonna be drinking at the after party. i was wondering if one or two beers would harm the antibiotics cause i hear that alcohol interferes with antibiotics. but if i...,https://answers.yahoo.com/question/index?qid=20100206073113AAv3uuJ
283,283,can i take cleocin instead of erythromycin for lung bacteria? | yahoo answers | i have the cleocin already from a prescription 6 months ago.  now a different doctor called in a prescription for erythromycin but it $115.00.  can i just use the prescription of cleocin that i already have since i believe they treat the same bacterial infection?,https://answers.yahoo.com/question/index?qid=20110812112325AA8MRva
284,284,"i have a rash? | yahoo answers | azithromycin aka the z-pack: i'm on that for whatever i was sick with. it's working, but now i have a rash of bumps on my back. what can i do for that and is it serious?",https://answers.yahoo.com/question/index?qid=20080425224126AAkVUkm
285,285,"persistent cough, sore lungs.? | yahoo answers | for more than 3 weeks, i have had what began as a very severe cold.  while those usual symtoms went away two weeks ago, i am left with a persistent cough and sore lungs.  my doctor prescribed proventil, advair, and azithromycin, which have been no help at all.  any ideas as to what i might have ?",https://answers.yahoo.com/question/index?qid=20080422231706AAPjFjz
286,286,cure uti with cranberry juice?  how much/day? & how long? | yahoo answers | my std doctor gave me ciprofloxacin 500 mg/7days & azithromycin.  i took them both but urge to frequent urination & slight off/on poking/pinching bladder symptoms continue after 1 month.  now he's trying to recomment another medicine(trial & error) & i don't want my body to be his guinea pig with negative...,https://answers.yahoo.com/question/index?qid=20090712181402AAiubVC
287,287,zolpidem and bromazepam together? (stilnox and lexotanil)? | yahoo answers | zolpidem and bromazepam taken together? with alcohol... plz help im worried about my boyfriend.. he has severe depression and taking these medications and sometimes with xanax too..,https://answers.yahoo.com/question/index?qid=20090112042944AACamSg
288,288,nauseous after antibiotic? | yahoo answers | i finish my antibiotics for ear fluid and sinus infection now im not dizzy no more but i feel nauseous and little anxiety all the time now is not severe but mild can it be side effect the name of pills call azithromycin z pck ?,https://answers.yahoo.com/question/index?qid=20081226145027AAfuMzk
289,289,"is it bad to be developing a headache after being diagnosed with bronchitis? | yahoo answers | i had been having some shortness of breath for about a week, and a little bit of a sore throat. i woke up a couple days ago unable to breathe almost entirely due to congestion. i went to the doctor where they did a breathing treatment and gave me azithromycin. i took the first 2 pill sof azithromycin and then...",https://answers.yahoo.com/question/index?qid=20101024173728AAVPY8M
290,290,"infected facial eczema? | yahoo answers | i’m 14 years old, had eczema all my life, though has cleared from the rest of my body for a while, but been on my face recently. furthermore, in the past week or so after returning from a holiday abroad in asia, i’ve got a severe patch of eczema across my face. the doctor said perhaps my sweat glands had become...",https://answers.yahoo.com/question/index?qid=20110504035644AAapqAd
291,291,"can i take a z-pack to treat my chlamydia? | yahoo answers | two months ago, my boyfriend and i found out that we both had chlamydia. we were both treated, but a week after he was treated we had unprotected sex. we both had to take the two pills just once and i read that it starts being effective 48 hours after you take it. well, he has been freaking out that when we had sex...",https://answers.yahoo.com/question/index?qid=20101021192510AAoG80A
292,292,antibiotics from prokaryotes? | yahoo answers | name of the antibioptics which are derived frm the prokaryotes....... and their details only of bacterixin cyano bacteria.,https://answers.yahoo.com/question/index?qid=20091114062718AAZ1dN8
293,293,"heartburn? please help? | yahoo answers | so for the entire last month i've been sick on and off and a couple days ago i finally decide to go to a doctor, he told me i have some type of infection and allergies (which is why my sinuses could never clear up) he prescribed me azithromycin and i took if for 2 days. the first day i took 2 (as label says)...",https://answers.yahoo.com/question/index?qid=20160118215750AAGoqru
294,294,was there poor judgement by my obgyn? | yahoo answers | me and my wife found out we were pregnant and we went to a local obgyn and we did blood work 3x in a week.  after that they prescribed us a medication for chlamydia it was called azithromycin when she was 8 weeks and they prescribed 2 and told her to give me one.  about 2 days ago she was cramping so she went to...,https://answers.yahoo.com/question/index?qid=20130125185103AAe0aXa
295,295,"very, very bad chest pains!? | yahoo answers | i have and upper respritory infection and my doctor said i should take a z pack or azithromycin. i took and now i have very bad abdomnial pains most in my stomach. this said it was a side effect but this has happend to me before, so i was curious if i was just allergic to it. does naybody know?",https://answers.yahoo.com/question/index?qid=20091021161905AAumSA3
